iShares MSCI ACWI ETF
Fund Holdings as of,"Apr 02, 2026"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"204,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"PKO","POWSZECHNA KASA OSZCZEDNOSCI BANK","Financials","Equity","7,228,992.67","0.03","7,228,992.67","297,461.00","24.30","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.70","PLN","-"
"AVB","AVALONBAY COMMUNITIES REIT INC","Real Estate","Equity","7,224,692.34","0.03","7,224,692.34","43,517.00","166.02","United States","NYSE","USD","1.00","USD","-"
"2388","BOC HONG KONG HOLDINGS LTD","Financials","Equity","7,225,729.36","0.03","7,225,729.36","1,311,500.00","5.51","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"8604","NOMURA HOLDINGS INC","Financials","Equity","7,214,050.76","0.03","7,214,050.76","916,800.00","7.87","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"PHM","PULTEGROUP INC","Consumer Discretionary","Equity","7,211,458.36","0.03","7,211,458.36","61,484.00","117.29","United States","NYSE","USD","1.00","USD","-"
"DTG","DAIMLER TRUCK HOLDING E AG","Industrials","Equity","7,211,540.43","0.03","7,211,540.43","147,003.00","49.06","Germany","Xetra","USD","0.87","EUR","-"
"EFX","EQUIFAX INC","Industrials","Equity","7,196,379.84","0.03","7,196,379.84","39,456.00","182.39","United States","NYSE","USD","1.00","USD","-"
"086790","HANA FINANCIAL GROUP INC","Financials","Equity","7,158,313.05","0.03","7,158,313.05","98,550.00","72.64","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","-"
"NI","NISOURCE INC","Utilities","Equity","7,151,661.57","0.03","7,151,661.57","150,593.00","47.49","United States","NYSE","USD","1.00","USD","-"
"IMO","IMPERIAL OIL LTD","Energy","Equity","7,147,672.24","0.03","7,147,672.24","54,784.00","130.47","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","7,146,014.55","0.03","7,146,014.55","76,963.00","92.85","United States","NYSE","USD","1.00","USD","-"
"5108","BRIDGESTONE CORP","Consumer Discretionary","Equity","7,114,299.88","0.03","7,114,299.88","341,600.00","20.83","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","7,108,719.98","0.03","7,108,719.98","35,899.00","198.02","United States","NYSE","USD","1.00","USD","-"
"MT","ARCELORMITTAL SA","Materials","Equity","7,097,050.97","0.02","7,097,050.97","134,562.00","52.74","France","Euronext Amsterdam","USD","0.87","EUR","-"
"CASY","CASEYS GENERAL STORES INC","Consumer Staples","Equity","7,075,871.56","0.02","7,075,871.56","9,518.00","743.42","United States","NASDAQ","USD","1.00","USD","-"
"PAAS","PAN AMERICAN SILVER CORP","Materials","Equity","7,077,404.96","0.02","7,077,404.96","126,824.00","55.80","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"UTHR","UNITED THERAPEUTICS CORP","Health Care","Equity","7,074,245.25","0.02","7,074,245.25","12,525.00","564.81","United States","NASDAQ","USD","1.00","USD","-"
"VRSN","VERISIGN INC","Information Technology","Equity","7,072,337.45","0.02","7,072,337.45","27,217.00","259.85","United States","NASDAQ","USD","1.00","USD","-"
"ESLT","ELBIT SYSTEMS LTD","Industrials","Equity","7,067,829.91","0.02","7,067,829.91","8,377.00","843.72","Israel","Tel Aviv Stock Exchange","USD","3.13","ILS","-"
"ARES","ARES MANAGEMENT CORP CLASS A","Financials","Equity","7,065,723.83","0.02","7,065,723.83","68,981.00","102.43","United States","NYSE","USD","1.00","USD","-"
"ATCO B","ATLAS COPCO CLASS B","Industrials","Equity","7,051,201.96","0.02","7,051,201.96","450,622.00","15.65","Sweden","Nasdaq Omx Nordic","USD","9.43","SEK","-"
"SGAFT","CASH COLLATERAL USD SGAFT","Cash and/or Derivatives","Cash Collateral and Margins","7,046,000.00","0.02","7,046,000.00","7,046,000.00","100.00","United States","-","USD","1.00","USD","Sep 01, 2016"
"BAP","CREDICORP LTD","Financials","Equity","7,022,966.86","0.02","7,022,966.86","20,657.00","339.98","Peru","NYSE","USD","1.00","USD","-"
"BXB","BRAMBLES LTD","Industrials","Equity","7,016,732.72","0.02","7,016,732.72","444,625.00","15.78","Australia","Asx - All Markets","USD","1.45","AUD","-"
"QBE","QBE INSURANCE GROUP LTD","Financials","Equity","7,006,122.28","0.02","7,006,122.28","470,322.00","14.90","Australia","Asx - All Markets","USD","1.45","AUD","-"
"KER","KERING SA","Consumer Discretionary","Equity","7,002,243.34","0.02","7,002,243.34","22,854.00","306.39","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"9020","EAST JAPAN RAILWAY","Industrials","Equity","6,971,119.76","0.02","6,971,119.76","302,300.00","23.06","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"7013","IHI CORP","Industrials","Equity","6,956,609.04","0.02","6,956,609.04","328,000.00","21.21","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","6,955,382.91","0.02","6,955,382.91","35,427.00","196.33","United States","NYSE","USD","1.00","USD","-"
"EMAAR","EMAAR PROPERTIES","Real Estate","Equity","6,910,018.66","0.02","6,910,018.66","2,055,213.00","3.36","United Arab Emirates","Dubai Financial Market","USD","3.67","AED","-"
"UMG","UNIVERSAL MUSIC GROUP NV","Communication","Equity","6,902,807.88","0.02","6,902,807.88","349,368.00","19.76","Netherlands","Euronext Amsterdam","USD","0.87","EUR","-"
"SAAB B","SAAB CLASS B","Industrials","Equity","6,898,385.79","0.02","6,898,385.79","101,287.00","68.11","Sweden","Nasdaq Omx Nordic","USD","9.43","SEK","-"
"VAL","VALTERRA PLATINUM LTD","Materials","Equity","6,881,197.46","0.02","6,881,197.46","79,585.00","86.46","South Africa","Johannesburg Stock Exchange","USD","16.88","ZAR","-"
"NBIS","NEBIUS NV CLASS A","Information Technology","Equity","6,870,568.34","0.02","6,870,568.34","63,137.00","108.82","Netherlands","NASDAQ","USD","1.00","USD","-"
"HEIA","HEINEKEN NV","Consumer Staples","Equity","6,863,648.93","0.02","6,863,648.93","87,848.00","78.13","Netherlands","Euronext Amsterdam","USD","0.87","EUR","-"
"CPI","CAPITEC LTD","Financials","Equity","6,851,546.14","0.02","6,851,546.14","27,385.00","250.19","South Africa","Johannesburg Stock Exchange","USD","16.88","ZAR","-"
"NBK","NATIONAL BANK OF KUWAIT","Financials","Equity","6,843,716.12","0.02","6,843,716.12","2,447,123.00","2.80","Kuwait","Kuwait Stock Exchange","USD","0.31","KWD","-"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","6,844,333.44","0.02","6,844,333.44","156,192.00","43.82","United States","NASDAQ","USD","1.00","USD","-"
"VLTO","VERALTO CORP","Industrials","Equity","6,837,056.85","0.02","6,837,056.85","77,685.00","88.01","United States","NYSE","USD","1.00","USD","-"
"NSIS B","NOVOZYMES B","Materials","Equity","6,831,666.80","0.02","6,831,666.80","114,116.00","59.87","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.47","DKK","-"
"STMPA","STMICROELECTRONICS NV","Information Technology","Equity","6,832,368.31","0.02","6,832,368.31","203,368.00","33.60","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"2881","FUBON FINANCIAL HOLDING LTD","Financials","Equity","6,818,722.60","0.02","6,818,722.60","2,484,640.00","2.74","Taiwan","Taiwan Stock Exchange","USD","31.99","TWD","-"
"6273","SMC (JAPAN) CORP","Industrials","Equity","6,816,641.04","0.02","6,816,641.04","17,800.00","382.96","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"HUM","HUMANA INC","Health Care","Equity","6,806,443.25","0.02","6,806,443.25","38,275.00","177.83","United States","NYSE","USD","1.00","USD","-"
"NN","NN GROUP NV","Financials","Equity","6,776,812.76","0.02","6,776,812.76","84,294.00","80.39","Netherlands","Euronext Amsterdam","USD","0.87","EUR","-"
"GBP","GBP CASH","Cash and/or Derivatives","Cash","6,768,482.47","0.02","6,768,482.47","5,110,410.00","132.45","United Kingdom","-","USD","0.76","GBP","-"
"NTAP","NETAPP INC","Information Technology","Equity","6,708,035.10","0.02","6,708,035.10","64,906.00","103.35","United States","NASDAQ","USD","1.00","USD","-"
"FEMSAUBD","FOMENTO ECONOMICO MEXICANO","Consumer Staples","Equity","6,701,399.41","0.02","6,701,399.41","591,900.00","11.32","Mexico","Bolsa Mexicana De Valores","USD","17.84","MXN","-"
"BBDC4","BANCO BRADESCO PREF SA","Financials","Equity","6,695,397.31","0.02","6,695,397.31","1,806,234.00","3.71","Brazil","XBSP","USD","5.16","BRL","-"
"6902","DENSO CORP","Consumer Discretionary","Equity","6,691,086.50","0.02","6,691,086.50","552,500.00","12.11","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"BBCA","BANK CENTRAL ASIA","Financials","Equity","6,682,942.28","0.02","6,682,942.28","17,273,500.00","0.39","Indonesia","Indonesia Stock Exchange","USD","16,994.50","IDR","-"
"SCMN","SWISSCOM AG","Communication","Equity","6,680,120.16","0.02","6,680,120.16","7,948.00","840.48","Switzerland","SIX Swiss Exchange","USD","0.80","CHF","-"
"MDB","MONGODB INC CLASS A","Information Technology","Equity","6,675,533.76","0.02","6,675,533.76","26,373.00","253.12","United States","NASDAQ","USD","1.00","USD","-"
"3017","ASIA VITAL COMPONENTS LTD","Information Technology","Equity","6,664,270.31","0.02","6,664,270.31","103,000.00","64.70","Taiwan","Taiwan Stock Exchange","USD","31.99","TWD","-"
"068270","CELLTRION INC","Health Care","Equity","6,664,556.81","0.02","6,664,556.81","51,497.00","129.42","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","-"
"STE","STERIS","Health Care","Equity","6,656,657.56","0.02","6,656,657.56","30,436.00","218.71","United States","NYSE","USD","1.00","USD","-"
"BURL","BURLINGTON STORES INC","Consumer Discretionary","Equity","6,652,837.74","0.02","6,652,837.74","20,238.00","328.73","United States","NYSE","USD","1.00","USD","-"
"1","CK HUTCHISON HOLDINGS LTD","Industrials","Equity","6,650,777.62","0.02","6,650,777.62","858,016.00","7.75","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"VOW3","VOLKSWAGEN NON-VOTING PREF AG","Consumer Discretionary","Equity","6,647,993.00","0.02","6,647,993.00","65,926.00","100.84","Germany","Xetra","USD","0.87","EUR","Jan 02, 1990"
"FAB","FIRST ABU DHABI BANK","Financials","Equity","6,617,832.98","0.02","6,617,832.98","1,410,013.00","4.69","United Arab Emirates","Abu Dhabi Securities Exchange","USD","3.67","AED","-"
"EQR","EQUITY RESIDENTIAL REIT","Real Estate","Equity","6,607,400.10","0.02","6,607,400.10","109,630.00","60.27","United States","NYSE","USD","1.00","USD","-"
"QNBK","QATAR NATIONAL BANK","Financials","Equity","6,595,048.69","0.02","6,595,048.69","1,393,649.00","4.73","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"KPN","KONINKLIJKE KPN NV","Communication","Equity","6,549,582.45","0.02","6,549,582.45","1,169,584.00","5.60","Netherlands","Euronext Amsterdam","USD","0.87","EUR","-"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","6,547,281.88","0.02","6,547,281.88","60,377.00","108.44","United States","NASDAQ","USD","1.00","USD","-"
"SW","SMURFIT WESTROCK PLC","Materials","Equity","6,544,181.69","0.02","6,544,181.69","166,561.00","39.29","United States","NYSE","USD","1.00","USD","-"
"B3SA3","B3 BRASIL BOLSA BALCAO SA","Financials","Equity","6,538,870.00","0.02","6,538,870.00","1,814,299.00","3.60","Brazil","XBSP","USD","5.16","BRL","-"
"NXT","NEXT PLC","Consumer Discretionary","Equity","6,529,281.56","0.02","6,529,281.56","38,068.00","171.52","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"WSP","WSP GLOBAL INC","Industrials","Equity","6,530,163.19","0.02","6,530,163.19","41,368.00","157.86","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"3037","UNIMICRON TECHNOLOGY CORP","Information Technology","Equity","6,514,648.02","0.02","6,514,648.02","401,586.00","16.22","Taiwan","Taiwan Stock Exchange","USD","31.99","TWD","-"
"1288","AGRICULTURAL BANK OF CHINA LTD H","Financials","Equity","6,508,842.91","0.02","6,508,842.91","8,981,000.00","0.72","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"KNEBV","KONE","Industrials","Equity","6,510,478.58","0.02","6,510,478.58","102,478.00","63.53","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.87","EUR","-"
"PHIA","KONINKLIJKE PHILIPS NV","Health Care","Equity","6,501,533.48","0.02","6,501,533.48","238,700.00","27.24","Netherlands","Euronext Amsterdam","USD","0.87","EUR","-"
"2882","CATHAY FINANCIAL HOLDING LTD","Financials","Equity","6,493,181.48","0.02","6,493,181.48","2,893,264.00","2.24","Taiwan","Taiwan Stock Exchange","USD","31.99","TWD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","6,472,018.15","0.02","6,472,018.15","283,985.00","22.79","United States","NASDAQ","USD","1.00","USD","-"
"FRE","FRESENIUS SE AND CO KGAA","Health Care","Equity","6,473,427.22","0.02","6,473,427.22","128,596.00","50.34","Germany","Xetra","USD","0.87","EUR","-"
"6160","BEONE MEDICINES AG","Health Care","Equity","6,460,267.18","0.02","6,460,267.18","270,034.00","23.92","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"1088","CHINA SHENHUA ENERGY LTD H","Energy","Equity","6,460,405.62","0.02","6,460,405.62","1,087,000.00","5.94","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"4901","FUJIFILM HOLDINGS CORP","Information Technology","Equity","6,453,396.92","0.02","6,453,396.92","332,400.00","19.41","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"7010","SAUDI TELECOM","Communication","Equity","6,449,998.43","0.02","6,449,998.43","570,761.00","11.30","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"6178","JAPAN POST HOLDINGS LTD","Financials","Equity","6,444,513.54","0.02","6,444,513.54","560,300.00","11.50","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"ILMN","ILLUMINA INC","Health Care","Equity","6,419,187.72","0.02","6,419,187.72","50,394.00","127.38","United States","NASDAQ","USD","1.00","USD","-"
"CPAY","CORPAY INC","Financials","Equity","6,386,305.14","0.02","6,386,305.14","21,771.00","293.34","United States","NYSE","USD","1.00","USD","-"
"WRT1V","WARTSILA","Industrials","Equity","6,386,547.25","0.02","6,386,547.25","166,888.00","38.27","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.87","EUR","-"
"KOTAKBANK","KOTAK MAHINDRA BANK LTD","Financials","Equity","6,383,098.76","0.02","6,383,098.76","1,660,096.00","3.85","India","National Stock Exchange Of India","USD","93.11","INR","-"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","6,369,730.18","0.02","6,369,730.18","35,354.00","180.17","United States","NYSE","USD","1.00","USD","-"
"COL","COLES GROUP LTD","Consumer Staples","Equity","6,360,223.68","0.02","6,360,223.68","406,766.00","15.64","Australia","Asx - All Markets","USD","1.45","AUD","-"
"PSTG","EVERPURE INC CLASS A","Information Technology","Equity","6,357,152.56","0.02","6,357,152.56","101,747.00","62.48","United States","NYSE","USD","1.00","USD","-"
"SBIN","STATE BANK OF INDIA","Financials","Equity","6,312,324.47","0.02","6,312,324.47","577,106.00","10.94","India","National Stock Exchange Of India","USD","93.11","INR","-"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","6,291,146.72","0.02","6,291,146.72","37,483.00","167.84","United States","NASDAQ","USD","1.00","USD","-"
"FSLR","FIRST SOLAR INC","Information Technology","Equity","6,278,561.40","0.02","6,278,561.40","32,145.00","195.32","United States","NASDAQ","USD","1.00","USD","-"
"ZM","ZOOM COMMUNICATIONS INC CLASS A","Information Technology","Equity","6,273,114.12","0.02","6,273,114.12","76,167.00","82.36","United States","NASDAQ","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","6,271,642.98","0.02","6,271,642.98","39,489.00","158.82","United States","NYSE","USD","1.00","USD","-"
"ACA","CREDIT AGRICOLE SA","Financials","Equity","6,266,112.16","0.02","6,266,112.16","331,484.00","18.90","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"ASTS","AST SPACEMOBILE INC CLASS A","Communication","Equity","6,256,203.14","0.02","6,256,203.14","67,547.00","92.62","United States","NASDAQ","USD","1.00","USD","-"
"CCEP","COCA COLA EUROPACIFIC PARTNERS PLC","Consumer Staples","Equity","6,256,456.96","0.02","6,256,456.96","67,652.00","92.48","Netherlands","NASDAQ","USD","1.00","USD","-"
"MTX","MTU AERO ENGINES HOLDING AG","Industrials","Equity","6,248,720.10","0.02","6,248,720.10","17,103.00","365.36","Germany","Xetra","USD","0.87","EUR","-"
"TROW","T ROWE PRICE GROUP INC","Financials","Equity","6,237,239.24","0.02","6,237,239.24","69,172.00","90.17","United States","NASDAQ","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","6,234,739.80","0.02","6,234,739.80","69,198.00","90.10","United States","NASDAQ","USD","1.00","USD","-"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materials","Equity","6,227,108.00","0.02","6,227,108.00","78,230.00","79.60","United States","NYSE","USD","1.00","USD","-"
"EVRG","EVERGY INC","Utilities","Equity","6,205,710.08","0.02","6,205,710.08","74,912.00","82.84","United States","NASDAQ","USD","1.00","USD","-"
"TSEM","TOWER SEMICONDUCTOR LTD","Information Technology","Equity","6,201,828.02","0.02","6,201,828.02","35,982.00","172.36","Israel","Tel Aviv Stock Exchange","USD","3.13","ILS","-"
"LGEN","LEGAL AND GENERAL GROUP PLC","Financials","Equity","6,197,233.40","0.02","6,197,233.40","1,834,941.00","3.38","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"MTN","MTN GROUP LTD","Communication","Equity","6,184,925.81","0.02","6,184,925.81","537,927.00","11.50","South Africa","Johannesburg Stock Exchange","USD","16.88","ZAR","-"
"A5G","AIB GROUP PLC","Financials","Equity","6,181,891.62","0.02","6,181,891.62","598,973.00","10.32","Ireland","Irish Stock Exchange - All Market","USD","0.87","EUR","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","6,183,582.69","0.02","6,183,582.69","47,577.00","129.97","United States","NYSE","USD","1.00","USD","-"
"ANTO","ANTOFAGASTA PLC","Materials","Equity","6,181,050.36","0.02","6,181,050.36","134,998.00","45.79","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"NST","NORTHERN STAR RESOURCES LTD","Materials","Equity","6,176,339.11","0.02","6,176,339.11","407,806.00","15.15","Australia","Asx - All Markets","USD","1.45","AUD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","6,147,847.86","0.02","6,147,847.86","38,202.00","160.93","United States","NYSE","USD","1.00","USD","-"
"SOFI","SOFI TECHNOLOGIES INC","Financials","Equity","6,148,452.75","0.02","6,148,452.75","387,915.00","15.85","United States","NASDAQ","USD","1.00","USD","-"
"VNA","VONOVIA SE","Real Estate","Equity","6,141,999.29","0.02","6,141,999.29","237,273.00","25.89","Germany","Xetra","USD","0.87","EUR","-"
"CAP","CAPGEMINI","Information Technology","Equity","6,143,609.64","0.02","6,143,609.64","51,713.00","118.80","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"CDE","COEUR MINING INC","Materials","Equity","6,132,414.33","0.02","6,132,414.33","321,237.00","19.09","United States","NYSE","USD","1.00","USD","-"
