"Name","Description","Sources / Links","Parent Company","Country"
"& Other Stories","Men’s Clothing and Accessories.  Women’s Clothing and Accessories.  Clothing Stores. H&M continues to open stores in Israel without using its international platform to push for Palestinian justice.","https://masjidalaqsa.com/boycott/hm-israel-bds","H&M Group",""
".406 Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"01A","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"10D","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"10X Capital","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"186 Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"1948 Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"2 Twelve","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"20VC","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"24S","Luxury Online. This brand is owned by LVMH. LVMH owner Bernard Arnault invests hundreds of millions in Israeli companies.","https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/","LVMH",""
"25madison","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"355 CAPITAL","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"360 Venture Collective","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"3CE","Skincare. L'Oreal has heavy investment in and operates a factory in Occupied Palestine.","https://masjidalaqsa.com/boycott/loreal-israel-bds","L'Oreal",""
"3SE Holdings","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"4 Star Chocolate","Chocolate. Mondelez International has been involved in several initiatives related to Israel, particularly in the food technology sector, investing in Israeli snacks startups, including Torr and The Kitchen.","https://ir.mondelezinternational.com/news-releases/news-release-details/mondelez-international-snackfutures-makes-seed-investment","Mondelez International",""
"408 Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"5 Second Nail","Cosmetics-Nails. American International is owned by Zvi Ryzman, an Israeli American dual citizen who grew up in Tel Aviv and served in the IOF.","https://wwd.com/feature/ardell-breaks-into-color-cosmetics-10894029/","American International Industries",""
"6 Days Cake Bar","Cookies. Mondelez International has been involved in several initiatives related to Israel, particularly in the food technology sector, investing in Israeli snacks startups, including Torr and The Kitchen.","https://ir.mondelezinternational.com/news-releases/news-release-details/mondelez-international-snackfutures-makes-seed-investment","Mondelez International",""
"7 For All Mankind","Men’s Clothing and Accessories.  Women’s Clothing and Accessories. Delta Galil is an Israeli textile company with manufacturing and operations in illegal West Bank settlements","http://www.inminds.com/boycott-delta-galil.html , https://www.whoprofits.org/companies/company/3655?delta-galil-industries","Delta Galil Industries",""
"7 Up","Soda. JAB Holding Company has a controlling interest in Keurig Dr Pepper. JAB funds the Landecker Foundation, which is a German organization fighting anti-semitism by supporting Hillel, a Zionist campus group, and cooperating with Hebrew University, without advocating for justice for Palestinians.","https://www.alfredlandecker.org/en/projects/cooperation-with-the-hebrew-university-of-jerusalem","Keurig Dr Pepper",""
"75 and Sunny Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"7UP","is in partnership with Tempo Beverages. See listing under Tempo.","https://www.pepsico.com/our-brands/creating-smiles/our-products","",""
"7wireVentures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"81 Collection","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"8VC","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"8X4 Deodorant","Deodorant-Men.  Deodorant-Women. 8x4 is owned by Bieiersdorf, which has a 60% interest in it's Israeli subsidiary Alpa-BDF Ltd., located in Herzeliya.","https://reports.beiersdorf.com/annual-report/2022/additional-information/beiersdorf-ag-s-shareholdings.html","Beiersdorf",""
"91 Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"97212 Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"9Yards Capital","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"A Colheita Ministry","The IFCJ, a registered Canadian charity, provides funds to Israeli organizations involved in activities that appear to contravene international law and Canadian policy. It has sent approximately $23M in the last 5 years to KEREN L'YEDIDUT (Israel) , an organization that provides significant support to IDF soldiers and is focused on second coming/Armageddon theology that considers Jewish people as the chosen people.","https://bdscoalition.ca/","",""
"A Rocha Canada","Affiliate of Canadian Council of Churches. After 18 months of genocide the Canadian Council of Churches has yet to come out in support of Palestinian Christians. Shamefully, neither the Council nor any of its members, associates or affiliates have signed  the ""cry for hope"" call from Christinians in Palestine in 2020. The Council has failed to condemn the ongoing genocide, to call out Israel's apartheid practices or even reference the illegal occupation. The statement of May 10th, 2024 is not enough.","https://rabble.ca/human-rights/canadian-churches-must-speak-out-against-israels-apartheid-crimes/ , https://bdscoalition.ca/2023/12/13/support-the-call-from-palestinian-christian-churches/","Canadian Council of Churches",""
"A&W","Soda. JAB Holding Company has a controlling interest in Keurig Dr Pepper. JAB funds the Landecker Foundation, which is a German organization fighting anti-semitism by supporting Hillel, a Zionist campus group, and cooperating with Hebrew University, without advocating for justice for Palestinians.","https://www.alfredlandecker.org/en/projects/cooperation-with-the-hebrew-university-of-jerusalem","Keurig Dr Pepper",""
"A* Capital","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://acapital.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"A. Barkan and Co.","Israeli Construction on Occupied Land--A private Israeli construction company. Currently, the company is involved in the construction project Barkan in Ariel... See link for more.","https://www.whoprofits.org/companies/company/5025?a-barkan-and-co","",""
"A. Hezi Building and Investment Co.","Israeli Construction on Occupied Land--A private Israeli construction company.  A. Hezi Building and Investment is building 36 housing units in Gilo Hillside in the... See link for more.","https://www.whoprofits.org/companies/company/3739?a-hezi-building-and-investment-co","",""
"A.A. Silber Foundation","Sponsor of CJPAC","https://cjpac.ca/cjpac-sponsors/","",""
"A.B. Plan","Israeli Construction on Occupied Land--The company provides economic planning services to transportation projects. In 2008, the company submitted a report about the ... See link for more.","https://www.whoprofits.org/companies/company/4161?a-b-plan","",""
"A.P. Moller  Maersk A/S","Danish shipping company – transport components, parts, weapons and raw materials, sustaining a steady flow of United States-supplied military equipment post-October 2023","https://www.un.org/unispal/document/a-hrc-59-23-from-economy-of-occupation-to-economy-of-genocide-report-special-rapporteur-francesca-albanese-palestine-2025/ ,https://truthout.org/articles/pro-palestine-activists-target-invisible-genocide-profiteer-in-arms-supply-chain/ , https://theintercept.com/2024/11/04/maersk-israel-gaza-spain-embargo-military-shipping/","",""
"A1 Cash + Carry","Israeli produce for sale has been reported to bdscoalition.ca -Golden Valley from NBF who also import Israeli from Hadilkaim","https://bdscoalition.ca/2024/03/10/do-not-buy-israeli-produce/","",""
"A100x","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://a100x.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"AB Industrivarden","financial relationships between business enterprises involved in the illegal Israeli settlement enterprise in the Occupied Palestinian Territory (OPT) and European Financial Institutions (FIs).","https://dontbuyintooccupation.org/reports/dont-buy-into-occupation-report-2023/","",""
"Abadi Bakery","Settlement Production--Manufactures bagel cookies and crackers. The company offices and factory are located in Atarot Industrial Zone, which is an Israel... See link for more.","https://www.whoprofits.org/companies/company/3842?abadi-bakery","",""
"ABB Group","Exploitation of Occupied Production and Resources, Israeli Construction on Occupied Land, Services to the Settlements--ABB Group is a publicly traded Swedish-Swiss multinational corporation manufacturing electrification products, robotics and motion... See link for more.","https://www.whoprofits.org/companies/company/3731?abb-group","",""
"Abbey Well Water","Water. Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.","https://www.foa.org.uk/campaign/boycottcocacola","Coca-Cola",""
"Abbott Point Of Care Canada Limited","Supporting Israeli economy -Imports from Israel","https://tradingeconomics.com/canada/imports/israel , https://ised-isde.canada.ca/app/ixb/cid-bdic/importingCountryResults.html#wb-auto-5","",""
"Ability Inc","An Israeli security firm that specializes in military intelligence and cyber security. Operates out of an illegal settlement in the occupied West Bank.","https://investigate.afsc.org/company/ability","",""
"Above All Christian Gathering","Donates to the International Fellowship of Christians and Jews (IFCJ). The IFCJ, a registered Canadian charity, provides funds to Israeli organizations involved in activities that appear to contravene international law and Canadian policy. It has sent approximately $23M in the last 5 years to KEREN L'YEDIDUT (Israel) , an organization that provides significant support to IDF soldiers and is focused on second coming/Armageddon theology that considers Jewish people as the chosen people.","https://bdscoalition.ca/","",""
"Abrdn","financial relationships between business enterprises involved in the illegal Israeli settlement enterprise in the Occupied Palestinian Territory (OPT) and European Financial Institutions (FIs).","https://dontbuyintooccupation.org/reports/dont-buy-into-occupation-report-2023/","",""
"Abstract Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://abstractvc.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"Abu Siouf Rice","Rice-Bulk. Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel","https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners","Mars",""
"Abuelita Hot Chocolate","Hot Chocolate-Packaged. Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.","https://en.wikipedia.org/wiki/Osem_(company)","Nestle",""
"Abundance Canada","Donates to the International Fellowship of Christians and Jews (IFCJ). The IFCJ, a registered Canadian charity, provides funds to Israeli organizations involved in activities that appear to contravene international law and Canadian policy. It has sent approximately $23M in the last 5 years to KEREN L'YEDIDUT (Israel) , an organization that provides significant support to IDF soldiers and is focused on second coming/Armageddon theology that considers Jewish people as the chosen people.","https://bdscoalition.ca/","",""
"AC+ION Water","Water-Infused.  Beverage-Sport. Blue Triton is owned by One Rock Capital, with is owned by Mitsubishi Corp. Mitsubishi has made investments in Israel and has opened an office in Tel Aviv to partner with Israeli companies.","https://www.jpost.com/business-and-innovation/article-712729","Blue Triton",""
"Acadia Capital Group","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://acadiacg.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"Acadia University","Acadia University invests in companies with ties to Israel’s occupation of Palestine, as well as companies from the BDS “List of Shame”, such as BAE Systems PLC, Lockheed Martin, and Royal Bank of Canada.","https://www.justpeaceadvocates.ca/universities/","",""
"Acadian Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://acadianventures.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"Acana","Dog Food.  Cat Food. Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel","https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners","Mars",""
"Accent-Fairchild Group","Sponsor of CJPAC","https://cjpac.ca/cjpac-sponsors/","",""
"Accenture","Financial-Professional. Donated to Magen David Adom - Israel's National Emergency Pre-Hospital Medical and Blood Services Organization","https://github.com/TechForPalestine/boycott-israeli-consumer-goods-dataset/blob/main/output/csv/companies.csv , https://github.com/TechForPalestine/boycott-israeli-consumer-goods-dataset/blob/main/output/csv/brands.csv","",""
"Access Capital","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://accesscapital.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Accora Village","Sponsor of CJPAC","https://cjpac.ca/cjpac-sponsors/","",""
"Accuenergy Canada Inc.","Supporting Israeli economy -Imports from Israel","https://tradingeconomics.com/canada/imports/israel , https://ised-isde.canada.ca/app/ixb/cid-bdic/importingCountryResults.html#wb-auto-6","",""
"Accuweather","News. Founder wrote letter in solidarity with Israel.","https://github.com/TechForPalestine/boycott-israeli-consumer-goods-dataset/blob/main/output/csv/companies.csv , https://github.com/TechForPalestine/boycott-israeli-consumer-goods-dataset/blob/main/output/csv/brands.csv","",""
"Achdut Factory for Tahini Halva and Sweets","Settlement Production--A private Israeli food manufacturer. The company specializes in the production of sesame products: Tahini, Halva and bakery... See link for more.","https://www.whoprofits.org/companies/company/4088?ahdut-factory-for-tehina-halva-and-sweets-ahdut-achva","",""
"Ackermans & van Haaren15","financial relationships between business enterprises involved in the illegal Israeli settlement enterprise in the Occupied Palestinian Territory (OPT) and European Financial Institutions (FIs).","https://dontbuyintooccupation.org/reports/dont-buy-into-occupation-report-2023/","",""
"Ackerstein Industries","Israeli Construction on Occupied Land, Private Security and Surveillance Technology, Specialized Equipment and Services, The Wall and Checkpoints--The Israel-based company manufactures paving stones, concrete walls, roof tiles and other products for the construction industry... See link for more.","https://www.whoprofits.org/companies/company/3987?ackerstein-industries","",""
"Acorn","Sponsors Walk with Israel","https://bdscoalition.ca/2024/05/01/shame-on-companies-walking-with-israel-during-a-genocide/","",""
"Acqua di Parma","Perfume. This brand is owned by LVMH. LVMH owner Bernard Arnault invests hundreds of millions in Israeli companies.","https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/","LVMH",""
"Acqua Panna","Water. Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.","https://en.wikipedia.org/wiki/Osem_(company)","Nestle",""
"Acrew Capital","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://acrewcapital.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"Acronym Venture Capital","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://acronymvc.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"ACS Actividades de Construccion y Servicios SA","A Spanish company specializing in civil and engineering construction. Its subsidiary SEMI led the project to electrify the Tel Aviv-Jerusalem railway, which crosses into the occupied West Bank.","https://investigate.afsc.org/company/acs-actividades","",""
"Act One Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://actoneventures.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"Acti-V","Yogurt. Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.","https://en.wikipedia.org/wiki/Osem_(company)","Nestle",""
"Actimel","Yogurt. Actimel is owned by Danone, a French multinational food-products corporation that holds 20% shares of Israel’s Strauss Group food company.","https://www.strauss-group.com/partner/partnership_danone/","Danone S.A.",""
"ActiPlus","Yogurt. Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.","https://en.wikipedia.org/wiki/Osem_(company)","Nestle",""
"Activia","Yogurt. Activia is owned by Danone, a French multinational food-products corporation that holds 20% shares of Israel’s Strauss Group food company.","https://www.strauss-group.com/partner/partnership_danone/","Danone S.A.",""
"Acuvue","Eyecare. Johnson & Johnson owns companies in Israel, engaging in various sectors including healthcare, pharmaceuticals, and medical devices, furthering its global presence in these critical industries.","https://www.jnjcareers.co.il/en","J&J (Kenvue)",""
"AdaFresh","Services to the Settlements, Settlement Production--A private Israeli exporter of agricultural, including certified organic, produce.  The company has a fully owned subsidiary in... See link for more.","https://www.whoprofits.org/companies/company/4109?adafresh","",""
"Adama","Services to the Settlements--A publicly traded China-based global crop protection company.  Crop protection products manufactured by the company... See link for more.","https://www.whoprofits.org/companies/company/6596?adama , https://investigate.afsc.org/company/adama","",""
"Adama Agricultural Solutions Canada Ltd.","Supporting Israeli economy -Imports from Israel","https://tradingeconomics.com/canada/imports/israel , https://ised-isde.canada.ca/app/ixb/cid-bdic/importingCountryResults.html#wb-auto-7","",""
"Adanim Tea Company (1991)","Exploitation of Occupied Production and Resources--A private Israeli manufacturer of organic teas. The company uses organic herbs from the occupied Jordan valley for the production... See link for more.","https://www.whoprofits.org/companies/company/4011?adanim-tea-company-1991","",""
"Adasar Group Inc.","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://adasar.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"Ades Juice","Juice. Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.","https://www.foa.org.uk/campaign/boycottcocacola","Coca-Cola",""
"Ades Water","Water. Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.","https://www.foa.org.uk/campaign/boycottcocacola","Coca-Cola",""
"Adez","Milk Alternatives. Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.","https://www.foa.org.uk/campaign/boycottcocacola","Coca-Cola",""
"Adidas","Adidas is a German multinational corporation specializing in athletic apparel, footwear, and sporting goods, headquartered in Herzogenaurach, Bavaria, Germany. It is the largest sportswear manufacturer in Europe, and the second largest in the world, after Nike.  . Uses Delta Galil fabric, an Israeli textile company with manufacturing and operations in illegal West Bank settlements. Its Annual Revenue was $23.47 billion in 2023, higher than the GDP of 94 countries. Adidas has a significant presence in Israel, with an official website and social media accounts dedicated to the Israeli market. The company operates several official stores in major cities like Tel Aviv, Jerusalem, and Haifa.","https://adidasunderwear.com/pages/adidas-underwear-partnership","",""
"Adin Implants Canada Ltd.","Supporting Israeli economy -Imports from Israel","https://tradingeconomics.com/canada/imports/israel , https://ised-isde.canada.ca/app/ixb/cid-bdic/importingCountryResults.html#wb-auto-8","",""
"Adios Nail Polish Remover","Cosmetics-Nails. American International is owned by Zvi Ryzman, an Israeli American dual citizen who grew up in Tel Aviv and served in the IOF.","https://wwd.com/feature/ardell-breaks-into-color-cosmetics-10894029/","American International Industries",""
"Advaita Capital","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://advaitacap.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"Advance Pet Food","Dog Food.  Cat Food. Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel","https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners","Mars",""
"ADvantage","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://advantage.vc , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Advil","Pain and Fever. Haleon stock is closely held by Glaxo Smith Kline and Pfizer, who both have production facilities and large investment in Israel.","https://www.mayniaga.com/unveiling-sensodynes-controversial-links-to-israel","Haleon",""
"Aegon","financial relationships between business enterprises involved in the illegal Israeli settlement enterprise in the Occupied Palestinian Territory (OPT) and European Financial Institutions (FIs).","https://dontbuyintooccupation.org/reports/dont-buy-into-occupation-report-2023/","",""
"Aerin","Perfume. Aerin is owned by Estee Lauder, who's ownership, especially Ronald Lauder, has extremist zionist views and financially and politically supports Israeli occupation of Palestinian land.","https://www.jnf.org/menu-3/speakers-bureau/bio-page?id=830973c9-caae-67a8-a4cf-ff000038378d","Estee Lauder",""
"Aero Chocolate","Chocolate. Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.","https://en.wikipedia.org/wiki/Osem_(company)","Nestle",""
"Aeronautics","Settlement Production, Specialized Equipment and Services--An Israeli company that develop, manufactures and markets Unmanned Aerial vehicles (UAV) and aerial intelligence and surveillance ... See link for more.","https://www.whoprofits.org/companies/company/3997?aeronautics","",""
"Aeropostale","Men’s Clothing and Accessories.  Women’s Clothing and Accessories. Aeropostale is owned by Authority Brands, which supports the occupation by offering company matching of employee giving to charities in Israel, with no mention of Palestine.","https://www.linkedin.com/posts/weareauthentic_activity-7118355618335191041-ycPy?utm_source=share&utm_medium=member_desktop","Authentic Brands Group",""
"AeroVironment","A military drone manufacturer headquartered in Arlington, Virginia. Around Oct. 30, Israel requested to purchase 200 AeroVironment Switchblade 600 Kamikaze drones, an advanced direct fire loitering missile system that acts as a â€œsuicide drone.â€ It is unclear whether these drones were ever delivered or used by Israel.","https://afsc.org/gaza-genocide-companies","",""
"Aesop","Skincare. L'Oreal has heavy investment in and operates a factory in Occupied Palestine.","https://masjidalaqsa.com/boycott/loreal-israel-bds","L'Oreal",""
"Afcon Holdings","Private Security and Surveillance Technology, Services to the Settlements, Specialized Equipment and Services, The Wall and Checkpoints--The group engages in the design, manufacture, integration and marketing of electro-mechanical and control systems. The company ... See link for more.","https://www.whoprofits.org/companies/company/4146?afcon-holdings","",""
"Afek Oil and Gaz","Exploitation of Occupied Production and Resources--An Israeli oil and gas exploration company (previously named Genie Israel Oil and Gas). On 21 February 2013, the oil council of... See link for more.","https://www.whoprofits.org/companies/company/4034?afek-oil-and-gaz","",""
"Afic Printing Products","Settlement Production--Largest Israeli printing solutions company. The company manufactures and recycles products such as printer ink cartridges and is a ... See link for more.","https://www.whoprofits.org/companies/company/3651?afic-printing-products","",""
"Afikim Electric Vehicles","Mobility. The company is fully owned by KIBBUTZ AFIKIM, one of the largest kibbutzim in Israel and is located in the Jordan Valley in the north of the country.","https://www.afiscooters.com/about-us/","Kibbutz Afikim",""
"Afimilk Agricultural Cooperative","Services to the Settlements--Develops, manufactures and markets computerized systems for dairy farms and herd management. In 2008, the company erected a... See link for more.","https://www.whoprofits.org/companies/company/3992?afimilk-agricultural-cooperative","",""
"Afound","Men’s Clothing and Accessories.  Women’s Clothing and Accessories. H&M continues to open stores in Israel without using its international platform to push for Palestinian justice.","https://masjidalaqsa.com/boycott/hm-israel-bds","H&M Group",""
"Africa Israel clothing line","","https://bdscoalition.ca/","",""
"Africa Israel Investments","Israeli Construction on Occupied Land--A holdings and investment company active in real estate, construction and infrastructure, industry and hotels. The company... See link for more.","https://www.whoprofits.org/companies/company/3981?africa-israel-investments","",""
"Afrin","Nasal. Bayer has a partnership with the Israeli Innovation Authority, the support arm of the Israeli government, charged with fostering the development of industrial research and development in the State of Israel.","https://www.bayer.com/en/il/climate-tech-program","Bayer",""
"After 8","Chocolate-Mint. Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.","https://en.wikipedia.org/wiki/Osem_(company)","Nestle",""
"Aga Khan Museum (Toronto)","a museum with a mandate to offer perspective and insight into the Islamic civilization, hosted an event in 2018 that was sponsored by the Israeli consulate.","https://bdscoalition.ca/?s=aga+khan","",""
"Agape Restoration Outreach Centre, Inc","Donates to the International Fellowship of Christians and Jews (IFCJ). The IFCJ, a registered Canadian charity, provides funds to Israeli organizations involved in activities that appear to contravene international law and Canadian policy. It has sent approximately $23M in the last 5 years to KEREN L'YEDIDUT (Israel) , an organization that provides significant support to IDF soldiers and is focused on second coming/Armageddon theology that considers Jewish people as the chosen people.","https://bdscoalition.ca/","",""
"Agilite","A private Israeli manufacturer of tactical gear and body armor that, since Oct. 7, has repeatedly advertised the use of its equipment by the Israeli military in its ground invasion of Gaza. On Dec. 6, for example, the company posted a photo of Israeli soldiers outfitted in Agilite tactical gear with the caption ""Search and destroy #swordsofiron."" The company's equipment is sold by at least 34 retailers in the U.S. and can be purchased through U.S. contracting procurement vehicles.","https://afsc.org/gaza-genocide-companies","",""
"Agoda","Online Booking. Agoda is owned by Booking Holdings, which allows listings in occupied Palestinian territory. After initially deciding to add a label to properties which are in occupied territory, they reversed that move under pressure from Israel.","https://www.aljazeera.com/news/2022/10/5/is-booking-com-reversal-palestine-corporate-hypocrisy","Booking Holdings",""
