"Name","Description","Sources / Links","Parent Company","Country"
"Shikun Dayarim","Israeli Construction on Occupied Land--The company specializes in the development and construction of residential, commercial, high-tech, industrial and touristic project... See link for more.","https://www.whoprofits.org/companies/company/4428?shikun-dayarim","",""
"Shilo Winery","Settlement Production--A private Israeli winery based in the industrial zone of the settlement of Shiloh in the occupied West Bank.  The winery sources... See link for more.","https://www.whoprofits.org/companies/company/3759?shilo-winery","",""
"Shindico","Sponsor of CJPAC","https://cjpac.ca/cjpac-sponsors/","",""
"Shine Capital","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Shiplake Properties","Sponsor of CJPAC","https://cjpac.ca/cjpac-sponsors/","",""
"Shlomo Cohen Construction Company","Israeli Construction on Occupied Land--A private construction company. The company is currently involved in the construction of a new housing project in the settlement... See link for more.","https://www.whoprofits.org/companies/company/4421?shlomo-cohen-construction-company","",""
"Shmone,HaSalon, Miznon, Port Sa’id, Malka","Restaurants co-owned by Segal. Shahar Segal — whose global restaurant empire includes the Michelin-starred Shmoné in Manhattan — is now affiliated with the Gaza Humanitarian Foundation (GHF), serving as its spokesman for the Israeli media. Recent reports that he has now parted ways with the GHF.","https://www.npr.org/2025/06/26/nx-s1-5431530/israel-gaza-food-aid-shahar-segal , https://www.timesofisrael.com/liveblog_entry/israeli-restaurateur-shahar-segal-whose-melbourne-eatery-was-vandalized-friday-parts-ways-with-gaza-humanitarian-foundation/","",""
"Shoham Engineering and Development","Israeli Construction on Occupied Land--A private Israeli company specializing in civil engineering, construction and infrastructure and development work. In February ... See link for more.","https://www.whoprofits.org/companies/company/7055?shoham-engineering-and-development","",""
"Shoni Health Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Shopify","In 2021 it was reported that the company has invested an undisclosed amount in the Israeli e-commerce marketing firm Yotpo and planned on embarking on a multi-year platform partnership with the company to help clients grow their businesses. Yotpo is an Israeli, Tel Aviv-based company, founded in 2011, that helps corporate brands with marketing plans such as creating customer content by messaging users through email and text messages to get their reviews about a product they purchased. The two companies have mutual customers like Steve Madden, online women’s clothing shop Princess Polly, and US lingerie shop ThirdLove.","https://www.timesofisrael.com/shopify-invests-in-israeli-e-commerce-marketing-firm-yotpo/","",""
"Shoppers Drug Mart","In Canada there are four major grocery companies, which include many store entities. All of these are known to carry various apartheid products, and to have in one way or another provided support to Israel such as sponsoring the annual “Walk with Israel” in Toronto.","https://bdscoalition.ca/2023/11/22/retailers-selling-israeli-products-and-supporting-israeli-military-and-other-pro-israel-activities/","Loblaws",""
"Shor Capital","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Shorewind Capital","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Shredded Wheat","Cereal. Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.","https://en.wikipedia.org/wiki/Osem_(company)","Nestle",""
"Shreddies","Cereal. Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.","https://en.wikipedia.org/wiki/Osem_(company)","Nestle",""
"Shrug Capital","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Shu Uemura","Skincare. L'Oreal has heavy investment in and operates a factory in Occupied Palestine.","https://masjidalaqsa.com/boycott/loreal-israel-bds","L'Oreal",""
"Shufersal Ltd.","Involved in activities in violation of UN Human Rights Council resolution 31/36. Services to the Settlements--Shufersal operates a retail chain of supermarkets and drugstores and an online shopping platform. Through its subsidiaries, the …See link for more.","https://investigate.afsc.org/company/shufersal , https://www.whoprofits.org/companies/company/3993?shufersal","",""
"Shunfeng International Clean Energy Ltd","A Chinese solar energy company. Its solar panels are used in illegal Israeli settlements in the occupied West Bank and Golan Heights.","https://investigate.afsc.org/company/shunfeng-intl-clean","",""
"Sical","Coffee-Packaged. Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.","https://en.wikipedia.org/wiki/Osem_(company)","Nestle",""
"Siemens","Israeli Construction on Occupied Land, Services to the Settlements, Specialized Equipment and Services--A publicly traded German electronics and industrial engineering conglomerate. The company focuses on the areas of electrification,... See link for more. Multinational-Other. Siemen’s engages with Israel in various sectors such as technology, engineering, and energy. The company recently withdrew from the Web Summit, Europe's biggest technology conference, following critical remarks by the event's leader about Western support for Israel.","https://www.whoprofits.org/companies/company/3958?siemens , https://fortune.com/2023/10/19/intel-siemens-web-summit-withdrew-israel-hamas-attack/","",""
"Siemens Energy Division","Supporting Israeli economy -Imports from Israel","https://tradingeconomics.com/canada/imports/israel , https://ised-isde.canada.ca/app/ixb/cid-bdic/importingCountryResults.html#wb-auto-196","",""
"Sienna Venture Capital","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Sierra Mist","Soda. SodaStream is an Israeli company which manufactured its products in Occupied Palestine. Now owned by Pepsico after a $3.2b acquisition. It since moved its factory from the West Bank to main Israel, however is still subject to boycott for its firing of 60 Palestinian workers and dark history.","https://bdscoalition.ca/ , https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg","PepsiCo",""
"Sierra Springs Water","a North American and European water, coffee and coffee extracts, and filtration solutions service company. The company's subsidiary, Eden Springs, extracts water from a spring in the occupied Syrian Golan. By extracting water from the Golan for decades, the company is exploiting Syrian resources and strengthening Israel's control over the occupied Syrian Golan. (See Eden Springs below.) The company's subsidiary, Eden Springs, extracts water from a spring in the occupied Syrian Golan. Water-Bulk. Primo Water owns Eden Springs, a British-Israeli water company which steals water resources from the farmers and towns in the Golan Heights, restricting access to it for non Israelis.","https://investigate.afsc.org/company/primo-water","Primo Water Corp",""
"Sigma Table Gifts","Supporting Israeli economy -Imports from Israel","https://tradingeconomics.com/canada/imports/israel , https://ised-isde.canada.ca/app/ixb/cid-bdic/importingCountryResults.html#wb-auto-197","",""
"Sigma-Aldrich Canada Ltd. / Sigma-Aldrich Canada Ltee","Supporting Israeli economy -Imports from Israel","https://tradingeconomics.com/canada/imports/israel , https://ised-isde.canada.ca/app/ixb/cid-bdic/importingCountryResults.html#wb-auto-198","",""
"Signal Toothpaste","Toothpaste. Unilever operates in Israel through its local subsidiary. It has forced its other subsidiary Ben & Jerry’s into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation. Its Annual Revenue was $63.29 billion in 2023, higher than the GDP of 122 countries.","https://masjidalaqsa.com/boycott/unilever-israel-bds","Unilever",""
"Signet Centre Ministries Of Lethbridge","Donates to the International Fellowship of Christians and Jews (IFCJ). The IFCJ, a registered Canadian charity, provides funds to Israeli organizations involved in activities that appear to contravene international law and Canadian policy. It has sent approximately $23M in the last 5 years to KEREN L'YEDIDUT (Israel) , an organization that provides significant support to IDF soldiers and is focused on second coming/Armageddon theology that considers Jewish people as the chosen people.","https://bdscoalition.ca/","",""
"Silk Milk","Milk Products. Soya Soleil is owned by Danone, a French multinational food-products corporation that holds 20% shares of Israel’s Strauss Group food company.","https://www.strauss-group.com/partner/partnership_danone/","Danone S.A.",""
"SilkWay Airlines","Complicit in carrying military goods to Israel acording to 2025 Arms Embargo report","https://armsembargonow.ca/report","",""
"Simcha Wine Corp.","Supporting Israeli economy -Imports from Israel","https://tradingeconomics.com/canada/imports/israel , https://ised-isde.canada.ca/app/ixb/cid-bdic/importingCountryResults.html#wb-auto-199","",""
"Simon Fraser University","Simon Fraser University owns shares of some of the largest war contractors, including BAE Systems, Booz Allen Hamilton, and CAE Inc. Over the past decade, SFU has invested in Lockheed Martin, Boeing, and other companies providing military equipment and technology.","https://www.justpeaceadvocates.ca/universities/","",""
"Simple Food Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Simple Skincare","Skincare-Affordable. Unilever operates in Israel through its local subsidiary. It has forced its other subsidiary Ben & Jerry’s into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation. Its Annual Revenue was $63.29 billion in 2023, higher than the GDP of 122 countries.","https://masjidalaqsa.com/boycott/unilever-israel-bds","Unilever",""
"Simply (Fruit Juice)","Juice. Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.","https://bdscoalition.ca/ , https://www.foa.org.uk/campaign/boycottcocacola","Coca-Cola",""
"Sina Printing Inc.","Supporting Israeli economy -Imports from Israel","https://tradingeconomics.com/canada/imports/israel , https://ised-isde.canada.ca/app/ixb/cid-bdic/importingCountryResults.html#wb-auto-200","",""
"Sir Kensingtons","Mustard.  Sauces.  Mayonnaise.  Vegan. Unilever operates in Israel through its local subsidiary. It has forced its other subsidiary Ben & Jerry’s into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation. Its Annual Revenue was $63.29 billion in 2023, higher than the GDP of 122 countries.","https://masjidalaqsa.com/boycott/unilever-israel-bds","Unilever",""
"Sirma","Water.  Sports Drinks. Soya Soleil is owned by Danone, a French multinational food-products corporation that holds 20% shares of Israel’s Strauss Group food company.","https://www.strauss-group.com/partner/partnership_danone/","Danone S.A.",""
"Sisters Of Charity - Caritas Retirement Centre","Donates to the International Fellowship of Christians and Jews (IFCJ). The IFCJ, a registered Canadian charity, provides funds to Israeli organizations involved in activities that appear to contravene international law and Canadian policy. It has sent approximately $23M in the last 5 years to KEREN L'YEDIDUT (Israel) , an organization that provides significant support to IDF soldiers and is focused on second coming/Armageddon theology that considers Jewish people as the chosen people.","https://bdscoalition.ca/","",""
"Sitzer Group of Companies","Sponsors Walk with Israel","https://bdscoalition.ca/2024/05/01/shame-on-companies-walking-with-israel-during-a-genocide/","",""
"Sjunde AP-fonden (AP-7)","financial relationships between business enterprises involved in the illegal Israeli settlement enterprise in the Occupied Palestinian Territory (OPT) and European Financial Institutions (FIs).","https://dontbuyintooccupation.org/reports/dont-buy-into-occupation-report-2023/","",""
"SK Group","A private Israeli company that owns: Israel Weapon Industries (IWI): a firearms manufacturer that makes the Tavor assault rifle and Negev machine gun, both of which are standard issue weapons in the Israeli military. Since mid-October, IWI has reportedly been producing ""hundreds of Tavor rifles each day"" for the Israeli military as well as the domestic commercial market.Meprolight: a manufacturer of 'see-through-the-wall' radar technology used to identify targets concealed behind walls and barriers. The technology was used by the Israeli military for the first time in its 2014 attacks on Gaza.Israel Shipyards: a shipbuilding company that designs and manufactures missile boats, gunboats, and patrol boats for the Israeli Navy and Israel Border Police. On Dec. 5, the company announced the launch of its first Shaldag MK V patrol boat, a ship ""equipped with highly advanced weapons,"" for the Israeli Navy.Other subsidiaries include Greek company Elvo, Israeli real estate developer Oshira, and Uni-Scope, which makes optical systems for armored vehicles.","https://afsc.org/gaza-genocide-companies","",""
"SK-II","Skincare-Affordable. Procter & Gamble (P&G) has significant involvement in Israel since 2001, with its brands present in 98% of Israeli households, and providing work for countless Israelis. P&G operates a research and development centre in Tel Aviv, where it invests approximately $2 billion annually. In 2007 P&G established the Israel House of Innovation, an open innovation centre Through which it collaborates with Israeli companies, including Teva Pharmaceutical Industries Ltd.","https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/","Procter and Gamble",""
"Skandinaviska Enskilda Banken","financial relationships between business enterprises involved in the illegal Israeli settlement enterprise in the Occupied Palestinian Territory (OPT) and European Financial Institutions (FIs).","https://dontbuyintooccupation.org/reports/dont-buy-into-occupation-report-2023/","",""
"Skechers","Athletic Shoes and Apparel. Michael S Greenberg, the president of Skechers, is a zionist who has posted pro israel content on his instagram.","https://boycott.thewitness.news/target/skechers","Skechers USA Inc",""
"Ski Dairy","Yogurt. Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.","https://en.wikipedia.org/wiki/Osem_(company)","Nestle",""
"Skin Stories","Skincare-Affordable. Skin Stories is owned by Bieiersdorf, which has a 60% interest in it's Israeli subsidiary Alpa-BDF Ltd., located in Herzeliya.","https://reports.beiersdorf.com/annual-report/2022/additional-information/beiersdorf-ag-s-shareholdings.html","Beiersdorf",""
"Skinbetter Science","Skincare. L'Oreal has heavy investment in and operates a factory in Occupied Palestine.","https://masjidalaqsa.com/boycott/loreal-israel-bds","L'Oreal",""
"Skinceuticals","Skincare. L'Oreal has heavy investment in and operates a factory in Occupied Palestine.","https://masjidalaqsa.com/boycott/loreal-israel-bds","L'Oreal",""
"Skinny Cow","Ice Cream. Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.","https://en.wikipedia.org/wiki/Osem_(company)","Nestle",""
"Skip Detergent","Laundry Detergent. Unilever operates in Israel through its local subsidiary. It has forced its other subsidiary Ben & Jerry’s into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation. Its Annual Revenue was $63.29 billion in 2023, higher than the GDP of 122 countries.","https://masjidalaqsa.com/boycott/unilever-israel-bds","Unilever",""
"Skittles","Candy. Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel","https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners","Mars",""
"Skoda","Vehicles. Ordered $4 Billion worth of sensors From Israel’s Innoviz Technologies Ltd.","https://www.timesofisrael.com/Israeli-innoviz-secures-4b-deal-to-supply-volkswagen-with-lidar-sensors/","Volkswagen Group",""
"Skydio","A drone manufacturer headquartered in San Mateo, California, that has sent more than 100 short-range reconnaissance drones to the Israeli military, â€œwith more to come.â€ These autonomous drones are used to navigate and produce 3D scans of buildings in â€œcomplex urban environments.""","https://afsc.org/gaza-genocide-companies","",""
"Sloggi","Undergarments-Women. Uses Delta Galil fabric, an Israeli textile company with manufacturing and operations in illegal West Bank settlements.","http://www.inminds.com/boycott-delta-galil.html","Triumph International",""
"Slow Loris Holdings Ltd.","Supporting Israeli economy -Imports from Israel","https://tradingeconomics.com/canada/imports/israel , https://ised-isde.canada.ca/app/ixb/cid-bdic/importingCountryResults.html#wb-auto-201","",""
"Slow Mag","Vitamins and Supplements. Procter & Gamble (P&G) has significant involvement in Israel since 2001, with its brands present in 98% of Israeli households, and providing work for countless Israelis. P&G operates a research and development centre in Tel Aviv, where it invests approximately $2 billion annually. In 2007 P&G established the Israel House of Innovation, an open innovation centre Through which it collaborates with Israeli companies, including Teva Pharmaceutical Industries Ltd.","https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/","Procter and Gamble",""
"Slow Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"SMA Baby Formula","Baby Formula. Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.","https://en.wikipedia.org/wiki/Osem_(company)","Nestle",""
"SMA Solar Technology","Israeli Construction on Occupied Land, Services to the Settlements--The company develops, produces and sells solar and battery inverters, monitoring systems for PV systems, medium-voltage technology... See link for more.","https://www.whoprofits.org/companies/company/3711?sma-solar-technology","",""
"Smart Agro Fund","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Smart Agro LP","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Smart Shooter","Population Control, Specialized Equipment and Services, The Wall and Checkpoints--A private Israeli company that produces electro-optical fire control systems for small arms based on Artificial Intelligence, ... See link for more.","https://www.whoprofits.org/companies/company/7368?smart-shooter , https://afsc.org/gaza-genocide-companies","",""
"Smart Start Cereal","Cereal. Kellanova sells its products in Israel through large local distributor Schestowitz Ltd, profiting from the Israeli economy while silent on the injustice of the Occupation. Its Annual Revenue was $19.14 billion in 2023, higher than the GDP of 86 countries.","https://en.globes.co.il/en/article-754126","Kellanova",""
"Smartfood (Rice Snacks)","Popcorn. The owner of Smartfood, PepsiCo, bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.","https://bdscoalition.ca/ , https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg","PepsiCo",""
"Smarties","Chocolate. Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.","https://en.wikipedia.org/wiki/Osem_(company)","Nestle",""
"Smartwater","Water. Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.","https://www.foa.org.uk/campaign/boycottcocacola","Coca-Cola",""
"Smash Capital","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Smashbox","Cosmetics. Smashbox is owned by Estee Lauder, who's ownership, especially Ronald Lauder, has extremist zionist views and financially and politically supports Israeli occupation of Palestinian land.","https://www.jnf.org/menu-3/speakers-bureau/bio-page?id=830973c9-caae-67a8-a4cf-ff000038378d","Estee Lauder",""
"SmithBooks","is a Canadian bookstore banner owned by Indigo Books and Music. It operates superstores under the banners Chapters and Indigo, and smaller stores under the banners Coles, Indigospirit, SmithBooks and The Book Company. Two of the major owners founded the Heseg Foundation for Lone Soldiers, aimed at encouraging foreigners to join the Israeli army, and pursue their studies in Israel.","https://bdscoalition.ca/","",""
"Smiths Group","A British company that supplies a number of components to the F35 fighter jet program.","https://worldbeyondwar.org/canadastoparmingisrael/","",""
"Snack a Jacks","Chips. The owner of Snack a Jacks, PepsiCo, bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.","https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg","PepsiCo",""
"Snapple","Iced Tea. JAB Holding Company has a controlling interest in Keurig Dr Pepper. JAB funds the Landecker Foundation, which is a German organization fighting anti-semitism by supporting Hillel, a Zionist campus group, and cooperating with Hebrew University, without advocating for justice for Palestinians.","https://www.alfredlandecker.org/en/projects/cooperation-with-the-hebrew-university-of-jerusalem","Keurig Dr Pepper",""
"Snickers","Chocolate. Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel","https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners","Mars",""
"Snowberry","Skincare-Affordable. Procter & Gamble (P&G) has significant involvement in Israel since 2001, with its brands present in 98% of Israeli households, and providing work for countless Israelis. P&G operates a research and development centre in Tel Aviv, where it invests approximately $2 billion annually. In 2007 P&G established the Israel House of Innovation, an open innovation centre Through which it collaborates with Israeli companies, including Teva Pharmaceutical Industries Ltd.","https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/","Procter and Gamble",""
"Snuggle","Fabric Softener. Henkel invests in Israeli technology namely by investing in Feelit. A company with its roots in Israel.","https://www.henkel.com/press-and-media/press-releases-and-kits/2021-01-07-henkel-invests-in-technology-startup-feelit-1141594","Henkel",""
"Sobe Tea","Iced Tea. SodaStream is an Israeli company which manufactured its products in Occupied Palestine. Now owned by Pepsico after a $3.2b acquisition. It since moved its factory from the West Bank to main Israel, however is still subject to boycott for its firing of 60 Palestinian workers and dark history.","https://bdscoalition.ca/ , https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg","PepsiCo",""
"Sobeys (part of EmpireCo)","sells Israeli products, continues to support Walk for Israel even though had said was just one store when challenged several years ago.","https://bdscoalition.ca/2023/11/22/retailers-selling-israeli-products-and-supporting-israeli-military-and-other-pro-israel-activities/ , https://bdscoalition.ca/2023/11/22/corporate-pro-israel-sponsor-shame-list/","EmpireCo",""
"Sobo Soda","Soda. Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.","https://www.foa.org.uk/campaign/boycottcocacola","Coca-Cola",""
"Social Impact Capital","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Social Leverage","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Societe Generale","financial relationships between business enterprises involved in the illegal Israeli settlement enterprise in the Occupied Palestinian Territory (OPT) and European Financial Institutions (FIs).","https://dontbuyintooccupation.org/reports/dont-buy-into-occupation-report-2023/","",""
"Sodastream","Beverage Technology. SodaStream is an Israeli company which manufactured its products in Occupied Palestine. Now owned by Pepsico after a $3.2b acquisition. It since moved its factory from the West Bank to main Israel, however is still subject to boycott for its firing of 60 Palestinian workers and dark history. These machines and accessories are made by an Israeli company in the occupied Naqab. SodaStream is complicit in the ongoing displacement projects targeting Palestinian Bedouin villages and homes","https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg , https://bdscoalition.ca/","PepsiCo",""
"Sodastream Canada Ltd.","Supporting Israeli economy -Imports from Israel","https://tradingeconomics.com/canada/imports/israel , https://ised-isde.canada.ca/app/ixb/cid-bdic/importingCountryResults.html#wb-auto-202","",""
"Soft Scrub","Cleaner. Henkel invests in Israeli technology namely by investing in Feelit. A company with its roots in Israel.","https://www.henkel.com/press-and-media/press-releases-and-kits/2021-01-07-henkel-invests-in-technology-startup-feelit-1141594","Henkel",""
"Softlan","Laundry Detergent.  Fabric Softener. Colgate Palmolive maintains a Hebrew language site for Israel, selling its products through large local distributor Schestowitz Ltd. Colgate profits from the Israeli economy while silent on the injustice of the Occupation. Its Annual Revenue was $19.14 billion in 2023, higher than the GDP of 86 countries.","https://www.palmolive.co.il","Colgate Palmolive",""
"Softsheen-Carson","Black Hair. L'Oreal has heavy investment in and operates a factory in Occupied Palestine.","https://masjidalaqsa.com/boycott/loreal-israel-bds","L'Oreal",""
"Softsoap","Soap Products.  Body Wash. Colgate Palmolive maintains a Hebrew language site for Israel, selling its products through large local distributor Schestowitz Ltd. Colgate profits from the Israeli economy while silent on the injustice of the Occupation. Its Annual Revenue was $19.14 billion in 2023, higher than the GDP of 86 countries.","https://www.palmolive.co.il","Colgate Palmolive",""
"Sohat Water","Water. Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.","https://en.wikipedia.org/wiki/Osem_(company)","Nestle",""
"SoHo Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Sokenbicha","Iced Tea. Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.","https://www.foa.org.uk/campaign/boycottcocacola","Coca-Cola",""
"Solaredge","Exploitation of Occupied Production and Resources, Israeli Construction on Occupied Land--An Israel-based global provider of solar PV inverter systems. The company's solar systems have been installed in the ... See link for more.","https://www.whoprofits.org/companies/company/3732?solaredge","",""
"Solegreen Ltd.","Settlement Enterprise, Settlement Production--A publicly traded Israeli company active in the initiation, development, construction and management of renewable energy projects... See link for more.","https://www.whoprofits.org/companies/company/7360?solegreen-ltd-","",""
"Solenis Canada Ulc","Supporting Israeli economy -Imports from Israel","https://tradingeconomics.com/canada/imports/israel , https://ised-isde.canada.ca/app/ixb/cid-bdic/importingCountryResults.html#wb-auto-203","",""
"Solesa Venture Services","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Solgar Vitamins","Vitamins and Supplements. Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.","https://en.wikipedia.org/wiki/Osem_(company)","Nestle",""
"Solvay","Exploitation of Occupied Production and Resources, Services to the Settlements--A publicly traded Belgian advanced materials and specialty chemicals company. In June 2019, the presence of company products ... See link for more.","https://www.whoprofits.org/companies/company/6652?solvay","",""
"Soma Capital","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Sonbow Ministries","Donates to the International Fellowship of Christians and Jews (IFCJ). The IFCJ, a registered Canadian charity, provides funds to Israeli organizations involved in activities that appear to contravene international law and Canadian policy. It has sent approximately $23M in the last 5 years to KEREN L'YEDIDUT (Israel) , an organization that provides significant support to IDF soldiers and is focused on second coming/Armageddon theology that considers Jewish people as the chosen people.","https://bdscoalition.ca/","",""
"Sonol Israel Ltd.","Involved in activities in violation of UN Human Rights Council resolution 31/36. Services to the Settlements--An Israeli energy company that operates more than 230 gas stations. The company operates stations in the following settlements","https://www.whoprofits.org/companies/company/4157?sonol-israel","",""
"Sonozzz","Sleep Aid. Procter & Gamble (P&G) has significant involvement in Israel since 2001, with its brands present in 98% of Israeli households, and providing work for countless Israelis. P&G operates a research and development centre in Tel Aviv, where it invests approximately $2 billion annually. In 2007 P&G established the Israel House of Innovation, an open innovation centre Through which it collaborates with Israeli companies, including Teva Pharmaceutical Industries Ltd.","https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/","Procter and Gamble",""
"Sonrise Light House Fellowship","Donates to the International Fellowship of Christians and Jews (IFCJ). The IFCJ, a registered Canadian charity, provides funds to Israeli organizations involved in activities that appear to contravene international law and Canadian policy. It has sent approximately $23M in the last 5 years to KEREN L'YEDIDUT (Israel) , an organization that provides significant support to IDF soldiers and is focused on second coming/Armageddon theology that considers Jewish people as the chosen people.","https://bdscoalition.ca/","",""
